,AR ID,Date,AR-MJO Overlap?,datetime,RMM Index,RMM Amplitude
4828,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00086.3000.nc,2012-09-06T10:00:00,False,2012-09-06 10:00:00,4.0,1.657122
4829,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00086.4000.nc,2012-09-10T02:00:00,False,2012-09-10 02:00:00,4.0,1.5771024
4830,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00086.5000.nc,2012-09-08T22:00:00,False,2012-09-08 22:00:00,4.0,1.8225682
4831,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00087.1000.nc,2012-09-07T01:00:00,False,2012-09-07 01:00:00,4.0,1.9488649
4832,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00088.1000.nc,2012-09-07T14:00:00,False,2012-09-07 14:00:00,4.0,1.9488649
4833,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00089.1000.nc,2012-09-07T15:00:00,False,2012-09-07 15:00:00,4.0,1.9488649
4834,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00089.2000.nc,2012-09-07T15:00:00,False,2012-09-07 15:00:00,4.0,1.9488649
4835,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00090.1000.nc,2012-09-10T21:00:00,False,2012-09-10 21:00:00,4.0,1.5771024
4836,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00091.1000.nc,2012-09-12T21:00:00,False,2012-09-12 21:00:00,5.0,1.1335629
4837,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00092.1000.nc,2012-09-13T12:00:00,False,2012-09-13 12:00:00,5.0,1.2229277
4838,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00093.1000.nc,2012-09-14T19:00:00,False,2012-09-14 19:00:00,5.0,1.2565267
4839,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00094.1000.nc,2012-09-17T06:00:00,False,2012-09-17 06:00:00,5.0,0.71393162
4840,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00095.1000.nc,2012-09-19T01:00:00,False,2012-09-19 01:00:00,5.0,0.94727939
4841,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00096.1000.nc,2012-09-20T03:00:00,False,2012-09-20 03:00:00,4.0,1.0773249
4842,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00097.1000.nc,2012-09-21T08:00:00,False,2012-09-21 08:00:00,4.0,1.0140054
4843,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00098.1000.nc,2012-09-23T18:00:00,False,2012-09-23 18:00:00,5.0,1.08287
4844,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00098.2000.nc,2012-09-23T18:00:00,False,2012-09-23 18:00:00,5.0,1.08287
